Word,FED_18_C.txt,FED_19_C.txt,FED_20_C.txt,FED_49_D.txt,FED_50_D.txt,FED_51_D.txt,FED_52_D.txt,FED_53_D.txt,FED_54_D.txt,FED_55_D.txt,FED_56_D.txt,FED_57_D.txt,FED_58_D.txt,FED_62_D.txt,FED_63_D.txt,FED_11_H.txt,FED_12_H.txt,FED_13_H.txt,FED_15_H.txt,FED_16_H.txt,FED_17_H.txt,FED_1_H.txt,FED_21_H.txt,FED_22_H.txt,FED_23_H.txt,FED_24_H.txt,FED_25_H.txt,FED_26_H.txt,FED_27_H.txt,FED_28_H.txt,FED_29_H.txt,FED_30_H.txt,FED_31_H.txt,FED_32_H.txt,FED_33_H.txt,FED_34_H.txt,FED_35_H.txt,FED_36_H.txt,FED_59_H.txt,FED_60_H.txt,FED_61_H.txt,FED_65_H.txt,FED_66_H.txt,FED_67_H.txt,FED_68_H.txt,FED_69_H.txt,FED_6_H.txt,FED_70_H.txt,FED_71_H.txt,FED_72_H.txt,FED_73_H.txt,FED_74_H.txt,FED_75_H.txt,FED_76_H.txt,FED_77_H.txt,FED_78_H.txt,FED_79_H.txt,FED_7_H.txt,FED_80_H.txt,FED_81_H.txt,FED_82_H.txt,FED_83_H.txt,FED_84_H.txt,FED_85_H.txt,FED_8_H.txt,FED_9_H.txt,FED_2_J.txt,FED_3_J.txt,FED_4_J.txt,FED_5_J.txt,FED_64_J.txt,FED_10_M.txt,FED_14_M.txt,FED_37_M.txt,FED_38_M.txt,FED_39_M.txt,FED_40_M.txt,FED_41_M.txt,FED_42_M.txt,FED_43_M.txt,FED_44_M.txt,FED_45_M.txt,FED_46_M.txt,FED_47_M.txt,FED_48_M.txt,
even,1,1,1,1,2,2,3,4,1,1,2,0,2,1,4,3,2,1,3,5,0,2,2,5,0,6,3,6,0,2,5,1,2,1,0,2,2,5,1,0,0,0,3,4,1,3,0,2,1,6,2,1,0,2,0,2,0,4,3,3,1,4,4,0,2,1,0,1,0,2,1,0,2,2,2,1,5,4,1,3,1,2,2,5,0
established,0,2,0,1,0,0,4,6,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3,0,2,0,1,1,0,0,0,0,0,1,3,1,0,1,1,2,4,1,2,2,0,1,1,0,0,0,1,2,1,1,7,1,0,1,3,3,0,0,1,0
what,0,1,1,0,0,2,2,4,2,3,2,5,0,7,3,3,2,0,3,2,1,0,2,4,0,0,2,3,2,2,6,6,4,2,10,5,1,5,0,6,2,2,4,0,1,3,2,6,5,5,2,0,0,2,9,2,1,3,6,2,2,2,11,3,0,0,2,0,5,2,0,5,2,1,1,2,5,4,3,7,2,1,5,3,2
appear,1,0,0,1,1,1,1,1,2,0,0,1,0,1,3,1,1,2,3,2,0,0,2,2,0,5,0,1,1,0,0,1,1,1,1,1,2,0,1,2,1,1,2,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,3,1,1,0,1,2,1,0,1,1,0,0,4,0,0,2,0,1,0,1,0,1,0,0
liberty,2,0,0,0,1,2,5,5,2,2,0,3,0,1,4,0,0,1,0,1,1,5,0,1,0,2,5,7,0,2,2,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,3,1,1,2,0,0,0,0,3,0,0,0,0,0,10,14,4,4,4,4,0,0,1,0,6,0,3,3,0,3,3,1,0,1,2,0,8,2
new,3,2,1,2,1,1,5,3,3,2,1,7,3,6,3,2,3,4,3,1,1,7,7,6,1,5,4,4,2,2,4,5,1,1,1,1,4,2,1,1,6,3,5,2,1,20,2,5,4,2,3,1,4,1,2,1,2,11,2,9,3,10,10,6,2,7,3,2,1,1,6,1,6,3,10,4,11,5,3,8,8,5,2,4,1
public,1,5,2,6,2,2,2,6,2,5,0,5,3,6,6,0,3,1,5,0,2,2,1,4,4,2,2,5,3,2,2,11,2,0,0,3,4,3,2,2,2,6,2,3,1,3,2,6,4,4,3,0,1,4,9,3,1,4,5,8,1,5,9,5,1,0,2,0,0,1,2,14,4,5,4,0,2,7,11,8,5,3,2,0,2
body,0,3,0,0,2,0,0,0,1,1,0,1,1,2,13,0,0,0,1,2,1,1,0,1,1,1,1,4,0,3,5,1,0,2,0,1,4,1,3,6,3,4,10,6,6,1,0,2,4,1,12,4,9,14,7,8,1,1,1,12,0,5,4,2,2,1,1,0,0,0,4,3,1,2,6,6,4,2,0,0,1,1,2,4,3
degree,1,0,2,0,0,1,3,2,2,4,3,0,1,1,2,0,2,1,0,1,1,0,3,0,1,0,1,2,1,0,2,3,3,0,0,0,3,1,1,1,0,1,1,0,2,3,0,2,2,1,0,0,3,2,1,0,0,0,0,2,0,2,2,3,1,1,0,0,1,2,2,4,1,2,1,0,3,0,0,1,0,3,1,0,1
men,0,1,1,2,2,4,0,2,1,4,2,4,2,3,4,2,2,1,9,1,1,8,1,10,1,0,1,1,1,3,2,3,4,0,0,0,3,3,1,5,2,5,2,0,4,0,5,5,4,10,5,2,1,9,4,4,3,2,1,8,1,7,5,3,1,1,6,4,2,1,13,4,0,5,6,0,0,0,0,1,0,1,4,0,0
here,1,0,0,0,0,0,1,2,0,3,1,1,1,0,2,0,1,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,2,0,1,0,2,0,0,0,0,1,2,1,2,1,1,0,2,1,1,3,1,0,1,0,0,0,1,0,1,1,2,1,1,2,3,4,3,1,1,2,1,0
let,0,0,2,1,0,0,2,0,2,1,0,2,0,0,0,3,0,0,2,0,1,1,1,0,1,0,0,2,1,1,0,1,0,0,0,3,2,1,0,3,0,0,0,2,1,0,4,0,0,0,1,0,0,0,1,0,0,0,1,3,0,6,2,5,1,0,1,1,2,2,1,2,2,0,4,0,7,2,0,0,0,1,5,2,1
others,3,0,4,2,2,3,0,0,3,0,1,0,1,1,3,1,0,0,0,0,2,0,1,5,0,0,0,3,0,1,0,0,0,1,0,1,2,0,0,1,0,0,1,0,0,0,2,2,0,0,0,1,1,2,1,0,0,6,1,1,0,5,0,1,0,1,1,3,3,3,3,0,2,2,2,1,0,2,1,3,1,0,0,1,4
consideration,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,2,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,2,2,0,2,1,3,1,1,0,1,2,2,0,2,1,0,1,0,1,1,2,1,0,0,1,3,0,3,1,3,1,1,3,2,0,1,2,0,2,2,0,1,1,0,0,1,0,1,0,1,1
great,1,0,3,5,0,5,2,3,2,2,6,5,2,4,2,9,6,4,2,1,4,3,2,5,1,4,2,4,0,2,1,0,0,0,1,4,5,2,1,4,2,2,1,2,2,13,2,7,0,0,2,0,3,2,3,6,0,4,1,6,0,18,7,3,6,5,4,5,2,2,2,5,8,6,4,4,5,8,5,7,1,4,5,4,4
experience,1,0,1,0,0,1,2,2,0,1,1,1,2,0,2,1,2,0,4,1,1,1,0,1,2,0,2,3,0,1,0,3,1,0,0,1,2,0,1,0,2,0,0,0,0,0,3,2,1,3,1,0,0,1,0,1,0,1,1,0,0,1,0,2,0,0,2,1,2,1,2,0,2,4,1,0,1,0,2,5,1,1,1,0,4
danger,0,0,1,3,1,3,1,2,0,3,0,0,1,1,4,0,0,1,1,2,1,1,0,2,0,1,10,5,1,1,5,1,1,1,1,0,2,0,1,3,3,2,1,0,1,0,0,3,0,1,2,0,1,2,0,1,1,1,0,3,0,3,1,0,4,0,2,1,2,1,0,3,2,1,5,0,1,8,0,2,1,3,2,2,3
from,10,16,18,5,8,7,12,11,13,12,9,11,10,21,16,19,19,5,22,11,5,11,16,23,6,11,12,11,5,6,13,8,10,9,9,12,8,22,12,12,8,12,11,5,11,12,14,18,15,14,13,3,10,12,13,27,7,11,7,20,14,22,20,9,9,7,4,15,8,11,12,12,11,20,21,23,16,22,10,6,9,8,10,12,12
would,6,4,1,22,11,9,8,6,6,10,4,6,12,5,11,50,22,14,13,36,12,2,12,20,4,25,21,16,3,12,19,22,5,23,15,20,16,5,16,28,17,25,10,5,7,27,6,11,16,25,29,9,27,28,32,19,5,51,10,21,11,48,18,6,27,8,5,2,17,37,7,6,5,7,15,8,6,9,15,12,29,11,29,4,3
two,2,1,1,3,3,3,1,2,2,3,2,4,3,4,7,1,1,1,1,0,0,0,3,4,0,8,2,6,0,2,0,2,2,0,1,8,1,3,3,0,3,0,6,3,1,7,2,8,1,0,6,0,7,0,1,6,0,2,4,2,0,1,5,4,2,2,0,3,0,2,3,7,0,1,3,4,3,6,2,4,1,0,0,5,2
few,1,1,0,1,0,1,3,1,0,4,6,6,3,4,1,1,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,2,2,5,1,1,0,1,1,0,1,2,0,0,1,2,0,0,0,3,2,2,0,0,0,0,0,2,0,0,1,1,0,0,0,1,1,1,2,1,1,2,2,1,2,2,2,2,1,1
themselves,3,4,2,3,2,1,1,2,2,3,1,2,2,2,6,3,1,2,3,2,1,2,0,2,1,0,0,2,0,3,1,2,3,0,0,1,1,0,1,2,0,2,6,0,1,0,4,2,3,3,1,0,0,2,1,6,0,0,1,0,0,2,1,0,2,1,1,1,3,2,0,3,1,3,4,3,2,5,1,3,1,4,7,1,2
more,10,6,2,3,0,5,7,10,6,11,7,9,13,13,4,9,5,6,6,6,9,7,3,6,2,1,2,3,8,9,2,3,1,0,1,4,9,10,9,4,4,7,12,3,2,7,8,17,6,10,10,1,4,6,7,4,5,6,2,4,1,23,7,5,8,6,5,13,13,11,4,12,8,7,10,6,4,12,1,8,9,14,11,9,8
particular,1,1,2,0,2,2,6,3,1,1,4,2,4,2,5,2,0,0,3,3,4,1,3,4,1,2,2,0,3,0,2,1,1,4,0,5,6,4,5,6,4,1,1,0,1,3,3,1,0,2,0,2,1,2,1,7,2,2,4,6,3,6,6,4,0,0,2,0,3,0,3,4,2,2,2,3,3,2,2,7,6,5,7,3,2
cases,0,3,2,1,0,2,0,3,1,1,3,2,4,1,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,3,1,0,0,5,0,0,0,2,2,0,0,5,3,1,0,3,0,2,0,0,1,1,1,1,1,0,0,1,19,10,8,42,5,0,0,0,0,1,0,0,2,3,0,0,0,1,5,3,1,8,3,3,0,5,1
circumstances,0,0,1,1,3,0,3,4,0,4,10,2,2,0,2,2,1,1,2,0,0,0,3,0,4,1,0,2,1,1,1,0,0,0,0,0,0,4,2,1,1,0,0,1,1,2,0,4,0,2,1,0,1,2,2,1,2,2,0,1,0,6,0,3,1,1,0,3,3,2,3,2,0,1,0,0,2,0,0,0,0,0,1,0,2
rights,0,1,1,2,0,11,3,1,6,0,2,1,0,0,0,4,1,0,1,1,0,2,0,0,0,4,3,5,0,4,1,0,2,1,0,0,0,1,0,2,0,1,0,0,0,1,0,0,1,0,4,0,0,0,0,7,0,4,1,0,0,1,24,2,4,0,2,0,0,0,0,12,2,0,7,0,1,0,7,4,3,0,3,0,1
this,17,12,8,5,7,13,15,15,21,12,13,13,14,17,17,24,17,5,24,18,11,14,17,31,14,23,20,15,9,7,14,17,13,16,18,14,14,23,18,17,14,18,21,12,13,32,11,16,8,10,27,8,14,18,17,26,8,22,14,44,14,60,36,13,19,15,14,6,1,6,11,11,13,17,24,21,18,28,18,22,25,5,9,24,14
can,0,1,1,4,0,3,7,13,0,8,4,7,5,9,14,5,2,4,14,1,2,3,9,6,11,4,3,5,11,12,11,12,2,1,2,7,6,16,6,4,6,5,3,3,1,18,2,5,2,2,3,0,0,2,8,18,7,3,5,6,5,6,11,10,1,1,0,3,8,1,8,4,9,2,9,1,3,9,3,9,7,0,7,9,4
give,1,1,1,0,0,1,0,0,0,2,2,0,0,0,0,1,0,2,1,2,1,2,0,4,0,0,0,1,1,0,0,0,2,0,0,1,3,0,1,2,1,0,3,2,0,1,0,2,1,2,3,0,0,2,1,2,1,1,0,3,1,2,3,1,4,1,2,1,3,0,2,0,0,3,3,0,2,2,1,2,3,0,0,0,1
states,2,6,2,0,1,3,9,16,24,8,10,5,17,15,5,13,10,9,11,11,4,2,12,26,5,5,10,7,2,5,6,5,2,21,4,12,6,10,10,4,6,0,1,9,5,16,7,3,1,0,4,5,3,4,3,2,2,31,38,18,8,23,19,16,10,12,2,11,1,1,4,3,12,3,12,24,31,12,31,45,29,22,16,2,2
united,2,3,1,0,0,3,4,3,1,3,2,2,0,2,3,4,2,1,2,0,0,1,4,5,1,2,3,2,0,0,2,2,1,3,3,1,1,3,1,0,2,1,0,8,4,13,1,2,1,0,5,4,1,4,2,1,1,2,13,8,5,6,12,2,2,1,3,4,2,0,1,1,2,2,2,5,6,7,5,9,8,2,3,2,0
thing,0,0,2,3,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,1,0,0,2,0,0,2,2,0,2,2,2,1,4,1,1,1,2,0,0,1,2,0,0,1,0,4,1,0,2,0,0,0,0,4,0,0,0,3,2,7,7,2,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0
how,1,0,0,2,0,0,0,4,0,1,0,1,0,1,2,0,2,0,4,1,0,0,0,5,0,2,4,0,1,1,2,6,1,0,0,0,0,1,0,0,0,0,2,0,1,2,0,5,1,1,1,0,0,0,1,0,2,1,0,2,0,2,1,1,0,0,1,0,4,2,2,0,0,1,1,2,2,3,1,0,0,2,1,0,0
answer,0,1,0,1,0,1,0,2,0,1,1,1,0,0,3,3,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,3,1,0,10,0,2,4,2,1,0,0,1,1,1,4,0,0,0,0,1,4,0,1,3,0,2,1,3,3,2,0,1,1,0,0,0,0,0,0,0,0,1,1,3,1,3,1,0,0,0,0
may,0,5,2,4,4,17,7,7,10,11,10,4,10,17,18,9,3,8,7,5,4,11,11,20,7,4,4,10,4,7,7,9,10,2,10,6,8,15,17,10,11,7,8,3,5,10,3,16,10,9,12,7,5,8,2,16,6,3,14,25,14,16,26,16,8,5,4,6,10,2,12,16,16,18,9,6,7,23,17,25,6,9,13,8,6
such,5,7,3,3,1,6,1,4,3,2,0,3,4,5,10,6,3,1,2,4,0,1,3,9,7,4,4,9,3,2,4,5,4,5,4,3,3,7,4,4,0,4,6,2,3,4,3,5,5,7,2,3,2,7,6,7,5,3,6,13,6,10,12,5,5,5,2,5,9,3,13,8,2,4,12,4,13,6,8,12,7,2,6,2,0
law,0,0,1,0,0,0,0,2,2,0,1,2,0,3,0,0,0,0,1,2,0,0,1,4,0,0,0,1,1,1,0,0,1,0,9,0,0,1,2,0,0,2,1,3,0,4,0,1,0,0,2,2,1,2,1,5,0,0,7,20,0,15,8,0,0,0,0,0,0,0,1,1,0,6,1,0,0,0,11,2,5,0,0,2,0
a,37,27,28,33,14,46,35,48,35,48,48,37,51,75,58,69,47,26,69,37,30,25,64,98,24,51,44,53,30,33,50,38,24,36,44,45,45,44,49,53,35,44,49,24,30,66,47,67,45,55,64,27,52,51,64,58,23,48,38,87,22,139,72,68,46,47,29,13,16,9,32,78,37,56,92,53,53,81,50,93,43,20,42,35,35
so,2,4,2,4,1,5,5,4,1,7,3,7,1,9,6,4,6,3,2,3,4,3,7,9,1,4,1,10,2,1,8,2,7,1,3,3,7,1,4,6,2,5,7,7,6,2,4,11,5,1,5,3,6,2,4,7,1,4,5,5,1,7,6,5,5,5,5,4,5,3,12,4,6,8,7,8,13,9,8,6,6,1,2,4,5
over,3,2,3,0,1,2,3,0,3,2,0,0,5,2,4,1,0,0,2,1,6,0,0,1,1,0,0,0,0,2,5,0,2,1,1,1,0,2,3,3,1,2,0,0,1,0,2,0,2,1,4,0,0,2,3,1,2,1,1,1,0,1,1,1,2,2,0,0,1,0,1,6,1,0,3,4,0,1,1,5,3,4,2,3,4
years,2,1,1,0,2,0,9,3,0,8,0,0,2,4,6,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,5,0,0,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,2,6,0,5,1,0,0,0,0,0,1
still,0,1,0,2,0,1,2,0,1,3,0,2,1,3,1,2,0,1,7,0,1,0,2,1,1,1,2,2,1,0,0,1,0,0,0,2,1,1,0,2,1,2,1,1,0,1,2,1,1,1,0,0,2,0,0,1,1,4,2,3,0,4,0,2,0,2,2,0,0,0,2,0,2,4,1,0,2,1,2,1,1,1,2,3,2
its,9,13,2,8,3,4,6,2,2,0,5,3,7,3,17,6,8,2,8,17,6,10,12,18,12,4,9,4,16,9,6,24,8,3,13,11,3,17,15,11,3,4,4,3,3,7,0,8,3,7,9,3,7,6,6,13,2,2,10,10,4,21,7,6,10,5,5,1,9,4,0,9,8,7,6,20,4,15,9,15,6,6,6,10,9
might,1,1,0,6,3,4,3,3,4,1,4,1,8,3,5,7,2,0,0,2,3,2,2,10,0,1,8,1,2,3,1,5,5,9,4,4,4,5,6,6,4,9,10,3,8,2,1,3,8,11,10,8,5,11,6,2,2,4,1,7,1,11,2,1,1,2,0,0,2,6,0,0,1,1,6,2,1,3,5,5,12,2,0,1,3
then,2,1,1,0,0,2,1,1,1,2,1,1,0,2,2,2,0,0,0,0,0,0,0,1,0,0,2,3,0,2,0,1,0,2,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,2,1,0,1,1,2,1,1,2,0,1,1,1,0,2,0,2,0,1,2,3,4,2,1,0,0,2,0,2,0
them,2,7,5,7,8,3,4,7,10,4,10,6,5,5,5,6,6,1,4,6,8,2,3,3,6,6,8,2,2,5,12,2,8,8,1,4,9,10,7,10,2,5,10,0,4,7,3,6,3,5,5,1,5,4,5,11,1,12,6,16,4,21,5,1,11,5,4,8,12,11,12,8,4,10,17,6,9,10,8,10,6,11,5,6,6
nation,0,1,0,3,0,0,0,1,0,1,3,1,0,4,0,4,2,0,1,1,2,0,0,6,1,2,1,2,0,0,2,1,1,0,0,1,0,0,1,0,0,2,2,0,0,4,2,1,0,4,1,0,2,1,0,0,0,1,1,2,0,0,2,2,1,0,4,2,1,2,2,0,0,0,0,5,0,5,2,0,2,0,2,0,0
they,12,9,7,5,7,2,5,12,11,16,4,15,10,8,6,10,8,3,15,15,7,6,7,15,4,5,9,12,5,8,7,10,10,4,9,7,21,7,8,13,11,6,17,4,8,1,12,30,17,10,14,2,3,9,5,20,4,7,8,11,10,29,22,9,13,20,22,5,17,11,32,11,17,14,22,10,28,15,6,12,15,1,14,8,11
not,6,4,4,13,10,9,11,19,18,14,11,15,14,17,26,20,6,5,16,20,4,14,8,25,11,13,8,23,2,8,9,7,12,15,13,15,19,14,13,13,8,18,22,13,11,11,16,15,7,13,13,4,12,14,6,18,8,14,15,26,13,36,30,20,12,13,10,13,14,8,20,14,13,19,32,22,19,18,22,26,16,10,20,12,13
now,3,0,2,0,0,0,0,0,0,2,0,1,1,2,1,1,1,0,2,1,0,0,3,1,1,3,0,0,0,0,0,0,0,2,0,1,1,1,0,1,1,0,0,1,0,1,1,2,0,0,1,0,2,0,1,3,0,0,1,6,1,7,8,3,1,2,3,0,0,0,1,0,2,0,2,2,2,4,0,1,2,0,1,0,0
nor,0,4,0,1,1,2,0,0,2,3,0,2,1,1,3,0,1,1,4,2,0,0,2,2,1,1,1,1,0,0,1,0,0,0,5,0,1,0,3,0,0,0,0,1,1,2,0,0,0,2,7,0,3,1,3,2,1,3,1,4,1,2,2,4,5,3,1,1,1,3,1,2,0,2,2,4,3,2,1,2,0,0,0,4,2
articles,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,3,1,0,0,0,0,0,3,1,0,2,1,0,0,0,0,3,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,2,0,13,4,11,2,5,2,0,0,0
each,2,2,4,3,3,11,0,3,9,1,8,4,2,6,2,7,4,4,5,1,2,0,4,4,2,1,2,0,3,3,0,0,1,1,0,3,3,8,5,1,4,0,2,1,2,1,4,0,0,0,4,2,0,1,2,4,0,4,2,3,1,5,2,3,2,1,5,0,4,6,1,4,1,5,1,6,2,1,7,5,1,4,3,6,4
found,3,1,1,1,0,2,1,1,1,2,2,2,1,1,2,0,3,0,4,3,0,1,1,4,2,2,0,2,0,3,0,1,2,1,0,1,1,0,1,1,3,2,2,0,1,1,3,1,0,1,2,1,1,3,0,0,1,3,0,4,0,3,4,1,1,1,2,1,2,1,1,6,0,1,2,3,1,1,3,3,0,1,2,0,1
side,0,3,0,4,0,0,1,2,2,0,0,0,3,0,2,1,1,1,0,0,1,2,0,0,1,3,0,0,1,0,0,0,3,1,1,2,0,2,1,1,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,1,0,1,1,0,0,2,2,0,1,0,0,2,3,3,1,1,0,1,1,8,0,5,7,0,1
our,0,0,2,2,0,0,2,4,4,7,0,2,0,4,2,35,5,0,20,2,2,3,1,12,7,12,10,5,0,2,6,3,2,0,1,6,3,2,0,0,0,0,2,1,1,1,4,1,0,0,2,0,2,2,0,2,2,5,1,4,1,6,5,5,5,0,4,0,18,7,9,8,12,6,3,2,1,6,2,1,1,4,0,0,3
out,3,2,2,2,0,0,0,0,0,1,0,0,0,3,2,0,1,1,1,0,1,1,1,0,0,1,0,2,2,0,2,4,1,1,0,2,1,1,0,0,0,1,0,1,2,1,3,2,0,1,0,2,1,4,1,3,1,0,3,5,1,3,1,2,2,0,0,1,2,0,0,0,0,1,2,1,4,1,2,1,0,0,1,0,2
given,0,2,0,0,2,1,0,2,1,1,2,0,0,1,2,1,0,1,0,1,1,1,0,3,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,1,1,2,0,1,1,0,2,1,1,1,2,0,0,0,0,3,0,0,5,1,1,0,1,4,3,1,3,1,0,0,1,2,2,2,2,1,2,1,0,0,0
york,1,1,1,1,1,1,1,1,2,2,1,4,1,1,1,1,1,2,1,1,1,1,3,3,1,2,4,2,1,2,2,1,1,1,1,1,3,1,1,1,5,1,2,2,1,16,1,3,1,1,1,1,1,1,1,1,2,6,1,2,2,5,3,2,1,2,1,1,1,1,1,1,1,1,1,3,4,2,1,1,1,1,1,2,1
